Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,taxonomic_lineage
Q3T0C2,reviewed,PGDH_BOVIN,"15-hydroxyprostaglandin dehydrogenase [NAD(+)] (15-PGDH) (EC 1.1.1.141) (Eicosanoid/docosanoid dehydrogenase [NAD(+)]) (EC 1.1.1.-, EC 1.1.1.232) (Prostaglandin dehydrogenase 1)",HPGD PGDH1,Bos taurus (Bovine),266,Eukaryota
Q3U0B3,reviewed,DHR11_MOUSE,Dehydrogenase/reductase SDR family member 11 (17-beta-hydroxysteroid dehydrogenase) (3-beta-hydroxysteroid 3-dehydrogenase) (EC 1.1.1.270) (Estradiol 17-beta-dehydrogenase) (EC 1.1.1.62) (Short-chain dehydrogenase/reductase family 24C member 1),Dhrs11 Sdr24c1,Mus musculus (Mouse),260,Eukaryota
Q53GQ0,reviewed,DHB12_HUMAN,Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (17-beta-hydroxysteroid dehydrogenase 12) (17-beta-HSD 12) (3-ketoacyl-CoA reductase) (KAR) (Estradiol 17-beta-dehydrogenase 12) (EC 1.1.1.62) (Short chain dehydrogenase/reductase family 12C member 1),HSD17B12 SDR12C1,Homo sapiens (Human),312,Eukaryota
Q58NB6,reviewed,DHRS9_MOUSE,Dehydrogenase/reductase SDR family member 9 (EC 1.1.1.209) (EC 1.1.1.53) (3-alpha hydroxysteroid dehydrogenase) (3-alpha-HSD) (Retinol dehydrogenase) (EC 1.1.1.105) (Short-chain dehydrogenase/reductase retSDR8),Dhrs9,Mus musculus (Mouse),319,Eukaryota
Q5E9H7,reviewed,DHB12_BOVIN,Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (17-beta-hydroxysteroid dehydrogenase 12) (17-beta-HSD 12) (3-ketoacyl-CoA reductase) (KAR) (Estradiol 17-beta-dehydrogenase 12) (EC 1.1.1.62),HSD17B12,Bos taurus (Bovine),312,Eukaryota
Q5RCU5,reviewed,CBR1_PONAB,"Carbonyl reductase [NADPH] 1 (EC 1.1.1.184) (15-hydroxyprostaglandin dehydrogenase [NADP(+)]) (EC 1.1.1.196, EC 1.1.1.197) (20-beta-hydroxysteroid dehydrogenase) (Alcohol dehydrogenase [NAD(P)+] CBR1) (EC 1.1.1.71) (NADPH-dependent carbonyl reductase 1) (Prostaglandin 9-ketoreductase) (PG-9-KR) (Prostaglandin-E(2) 9-reductase) (EC 1.1.1.189)",CBR1,Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii),277,Eukaryota
Q62730,reviewed,DHB2_RAT,Estradiol 17-beta-dehydrogenase 2 (EC 1.1.1.62) (17-beta-hydroxysteroid dehydrogenase type 2) (17-beta-HSD 2) (Testosterone 17-beta-dehydrogenase) (EC 1.1.1.239),Hsd17b2 Edh17b2,Rattus norvegicus (Rat),381,Eukaryota
Q62904,reviewed,DHB7_RAT,3-keto-steroid reductase/17-beta-hydroxysteroid dehydrogenase 7 (17-beta-hydroxysteroid dehydrogenase 7) (17-beta-HSD 7) (3-keto-steroid reductase) (EC 1.1.1.270) (Dihydrotestosterone oxidoreductase) (EC 1.1.1.210) (Estradiol 17-beta-dehydrogenase 7) (EC 1.1.1.62) (PRL receptor-associated protein) (PRAP),Hsd17b7,Rattus norvegicus (Rat),334,Eukaryota
Q64105,reviewed,SPRE_MOUSE,Sepiapterin reductase (SPR) (EC 1.1.1.153),Spr,Mus musculus (Mouse),261,Eukaryota
Q6IAN0,reviewed,DRS7B_HUMAN,Dehydrogenase/reductase SDR family member 7B (EC 1.1.-.-) (Short-chain dehydrogenase/reductase family 32C member 1) (Protein SDR32C1),DHRS7B SDR32C1 CGI-93 UNQ212/PRO238,Homo sapiens (Human),325,Eukaryota
Q6P7R8,reviewed,DHB12_RAT,Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (17-beta-hydroxysteroid dehydrogenase 12) (17-beta-HSD 12) (3-ketoacyl-CoA reductase) (KAR) (Estradiol 17-beta-dehydrogenase 12) (EC 1.1.1.62),Hsd17b12,Rattus norvegicus (Rat),312,Eukaryota
Q6QA32,reviewed,DHB3_DANRE,17-beta-hydroxysteroid dehydrogenase type 3 (17-beta-HSD 3) (Short chain dehydrogenase/reductase family 12C member 2) (Testicular 17-beta-hydroxysteroid dehydrogenase) (Testosterone 17-beta-dehydrogenase 3) (EC 1.1.1.64),hsd17b3,Danio rerio (Zebrafish) (Brachydanio rerio),307,Eukaryota
Q6QLL4,reviewed,DHI1_CAVPO,11-beta-hydroxysteroid dehydrogenase 1 (11-DH) (11-beta-HSD1) (EC 1.1.1.146) (7-oxosteroid reductase) (EC 1.1.1.201) (Corticosteroid 11-beta-dehydrogenase isozyme 1),HSD11B1,Cavia porcellus (Guinea pig),300,Eukaryota
Q6R0J2,reviewed,DHI1_MESAU,11-beta-hydroxysteroid dehydrogenase 1 (11-DH) (11-beta-HSD1) (EC 1.1.1.146) (7-alpha-hydroxycholesterol dehydrogenase) (7-alpha-HCD) (7-oxosteroid reductase) (EC 1.1.1.201) (Corticosteroid 11-beta-dehydrogenase isozyme 1),HSD11B1,Mesocricetus auratus (Golden hamster),292,Eukaryota
Q6UWP2,reviewed,DHR11_HUMAN,Dehydrogenase/reductase SDR family member 11 (17-beta-hydroxysteroid dehydrogenase) (3-beta-hydroxysteroid 3-dehydrogenase) (EC 1.1.1.270) (Estradiol 17-beta-dehydrogenase) (EC 1.1.1.62) (Short-chain dehydrogenase/reductase family 24C member 1),DHRS11 SDR24C1 UNQ836/PRO1774,Homo sapiens (Human),260,Eukaryota
Q6YN16,reviewed,HSDL2_HUMAN,Hydroxysteroid dehydrogenase-like protein 2 (EC 1.-.-.-) (Short chain dehydrogenase/reductase family 13C member 1),HSDL2 C9orf99 SDR13C1,Homo sapiens (Human),418,Eukaryota
Q7M3I4,reviewed,DHI1_RABIT,11-beta-hydroxysteroid dehydrogenase 1 (11-DH) (11-beta-HSD1) (EC 1.1.1.146) (7-oxosteroid reductase) (EC 1.1.1.201) (Corticosteroid 11-beta-dehydrogenase isozyme 1),HSD11B1,Oryctolagus cuniculus (Rabbit),292,Eukaryota
Q7Z5J1,reviewed,DHI1L_HUMAN,Hydroxysteroid 11-beta-dehydrogenase 1-like protein (EC 1.1.1.-) (11-beta-hydroxysteroid dehydrogenase type 3) (11-DH3) (11-beta-HSD3) (Short chain dehydrogenase/reductase family 26C member 2) (Short-chain dehydrogenase/reductase 10),HSD11B1L HSD3 SCDR10 SDR26C2,Homo sapiens (Human),315,Eukaryota
Q7Z5P4,reviewed,DHB13_HUMAN,17-beta-hydroxysteroid dehydrogenase 13 (17-beta-HSD 13) (EC 1.1.1.-) (EC 1.1.1.62) (Hepatic retinol/retinal dehydrogenase) (EC 1.1.1.105) (Short chain dehydrogenase/reductase family 16C member 3) (Short-chain dehydrogenase/reductase 9),HSD17B13 SCDR9 SDR16C3 HMFN0376 UNQ497/PRO1014,Homo sapiens (Human),300,Eukaryota
Q80ZF7,reviewed,RDH10_RAT,Retinol dehydrogenase 10 (EC 1.1.1.300),Rdh10,Rattus norvegicus (Rat),341,Eukaryota
Q8BYK4,reviewed,RDH12_MOUSE,Retinol dehydrogenase 12 (EC 1.1.1.300),Rdh12,Mus musculus (Mouse),316,Eukaryota
Q8CHS7,reviewed,DRS7C_MOUSE,Dehydrogenase/reductase SDR family member 7C (EC 1.1.1.105) (Sarcoplasmic reticulum protein of 35 kDa) (Protein SRP-35) (Short-chain dehydrogenase/reductase family 32C member 2) (Protein SDR32C2),Dhrs7c Sdr32c2 Srp-35,Mus musculus (Mouse),311,Eukaryota
Q8HYR6,reviewed,DHRS9_BOVIN,Dehydrogenase/reductase SDR family member 9 (EC 1.1.1.209) (EC 1.1.1.53) (3-alpha hydroxysteroid dehydrogenase) (3-alpha-HSD) (Retinol dehydrogenase) (EC 1.1.1.105) (Short-chain dehydrogenase/reductase retSDR8),DHRS9,Bos taurus (Bovine),319,Eukaryota
Q8HZJ8,reviewed,DHI1_BOVIN,11-beta-hydroxysteroid dehydrogenase 1 (11-DH) (11-beta-HSD1) (11HSD1) (EC 1.1.1.146) (7-oxosteroid reductase) (EC 1.1.1.201) (Corticosteroid 11-beta-dehydrogenase isozyme 1),,Bos taurus (Bovine),292,Eukaryota
Q8IZV5,reviewed,RDH10_HUMAN,Retinol dehydrogenase 10 (EC 1.1.1.300) (Short chain dehydrogenase/reductase family 16C member 4),RDH10 SDR16C4 UNQ9375/PRO34191,Homo sapiens (Human),341,Eukaryota
Q8MI29,reviewed,CBR1_MACFA,"Carbonyl reductase [NADPH] 1 (EC 1.1.1.184) (15-hydroxyprostaglandin dehydrogenase [NADP(+)]) (EC 1.1.1.196, EC 1.1.1.197) (20-beta-hydroxysteroid dehydrogenase) (Alcohol dehydrogenase [NAD(P)+] CBR1) (EC 1.1.1.71) (Prostaglandin 9-ketoreductase) (PG-9-KR) (Prostaglandin-E(2) 9-reductase) (EC 1.1.1.189)",CBR1 PGDH2,Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey),277,Eukaryota
Q8MJY8,reviewed,PGDH_MACFA,"15-hydroxyprostaglandin dehydrogenase [NAD(+)] (15-PGDH) (EC 1.1.1.141) (Eicosanoid/docosanoid dehydrogenase [NAD(+)]) (EC 1.1.1.-, EC 1.1.1.232) (Prostaglandin dehydrogenase 1)",HPGD PGDH1,Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey),266,Eukaryota
Q8N3Y7,reviewed,RDHE2_HUMAN,Epidermal retinol dehydrogenase 2 (EPHD-2) (RDH-E2) (EC 1.1.1.105) (Retinal short-chain dehydrogenase reductase 2) (retSDR2) (Short-chain dehydrogenase/reductase family 16C member 5),SDR16C5 RDHE2,Homo sapiens (Human),309,Eukaryota
Q8N5I4,reviewed,DHRSX_HUMAN,Dehydrogenase/reductase SDR family member on chromosome X (EC 1.1.-.-) (DHRSXY) (Short chain dehydrogenase/reductase family 46C member 1) (Short chain dehydrogenase/reductase family 7C member 6),DHRSX CXorf11 DHRS5X SDR46C1 SDR7C6 UNQ6508/PRO21433,Homo sapiens (Human),330,Eukaryota
Q8NBN7,reviewed,RDH13_HUMAN,Retinol dehydrogenase 13 (EC 1.1.1.300) (Short chain dehydrogenase/reductase family 7C member 3),RDH13 SDR7C3 PSEC0082 UNQ736/PRO1430,Homo sapiens (Human),331,Eukaryota
Q8NBQ5,reviewed,DHB11_HUMAN,Estradiol 17-beta-dehydrogenase 11 (EC 1.1.1.62) (17-beta-hydroxysteroid dehydrogenase 11) (17-beta-HSD 11) (17bHSD11) (17betaHSD11) (17-beta-hydroxysteroid dehydrogenase XI) (17-beta-HSD XI) (17betaHSDXI) (Cutaneous T-cell lymphoma-associated antigen HD-CL-03) (CTCL-associated antigen HD-CL-03) (Dehydrogenase/reductase SDR family member 8) (Retinal short-chain dehydrogenase/reductase 2) (retSDR2) (Short chain dehydrogenase/reductase family 16C member 2),HSD17B11 DHRS8 PAN1B SDR16C2 PSEC0029 UNQ207/PRO233,Homo sapiens (Human),300,Eukaryota
Q8TC12,reviewed,RDH11_HUMAN,Retinol dehydrogenase 11 (EC 1.1.1.300) (Androgen-regulated short-chain dehydrogenase/reductase 1) (HCV core-binding protein HCBP12) (Prostate short-chain dehydrogenase/reductase 1) (Retinal reductase 1) (RalR1) (Short chain dehydrogenase/reductase family 7C member 1),RDH11 ARSDR1 PSDR1 SDR7C1 CGI-82,Homo sapiens (Human),318,Eukaryota
Q8VCC1,reviewed,PGDH_MOUSE,"15-hydroxyprostaglandin dehydrogenase [NAD(+)] (15-PGDH) (EC 1.1.1.141) (Eicosanoid/docosanoid dehydrogenase [NAD(+)]) (EC 1.1.1.-, EC 1.1.1.232) (Prostaglandin dehydrogenase 1)",Hpgd Pgdh1,Mus musculus (Mouse),269,Eukaryota
Q8VCH7,reviewed,RDH10_MOUSE,Retinol dehydrogenase 10 (EC 1.1.1.300),Rdh10,Mus musculus (Mouse),341,Eukaryota
Q8VCR2,reviewed,DHB13_MOUSE,17-beta-hydroxysteroid dehydrogenase 13 (17-beta-HSD 13) (EC 1.1.1.-) (EC 1.1.1.62) (Alcohol dehydrogenase PAN1B-like) (Hepatic retinol/retinal dehydrogenase) (EC 1.1.1.105) (Short-chain dehydrogenase/reductase 9),Hsd17b13 Scdr9,Mus musculus (Mouse),304,Eukaryota
Q8VD48,reviewed,DHRS9_RAT,Dehydrogenase/reductase SDR family member 9 (EC 1.1.1.209) (EC 1.1.1.53) (3-alpha hydroxysteroid dehydrogenase) (3-alpha-HSD) (Retinol dehydrogenase) (EC 1.1.1.105) (Short-chain dehydrogenase/reductase retSDR8),Dhrs9 eRolDH,Rattus norvegicus (Rat),319,Eukaryota
Q91WL8,reviewed,WWOX_MOUSE,WW domain-containing oxidoreductase (EC 1.1.1.-),Wwox Wox1,Mus musculus (Mouse),414,Eukaryota
Q92781,reviewed,RDH5_HUMAN,Retinol dehydrogenase 5 (EC 1.1.1.209) (EC 1.1.1.315) (EC 1.1.1.53) (11-cis retinol dehydrogenase) (11-cis RDH) (11-cis RoDH) (9-cis retinol dehydrogenase) (9cRDH) (Short chain dehydrogenase/reductase family 9C member 5),RDH5 HSD17B9 RDH1 SDR9C5,Homo sapiens (Human),318,Eukaryota
Q96LJ7,reviewed,DHRS1_HUMAN,Dehydrogenase/reductase SDR family member 1 (EC 1.1.1.-) (Short chain dehydrogenase/reductase family 19C member 1) (Protein SDR19C1),DHRS1 SDR19C1,Homo sapiens (Human),313,Eukaryota
Q96NR8,reviewed,RDH12_HUMAN,Retinol dehydrogenase 12 (EC 1.1.1.300) (All-trans and 9-cis retinol dehydrogenase) (Short chain dehydrogenase/reductase family 7C member 2),RDH12 SDR7C2,Homo sapiens (Human),316,Eukaryota
Q99714,reviewed,HCD2_HUMAN,3-hydroxyacyl-CoA dehydrogenase type-2 (EC 1.1.1.35) (17-beta-estradiol 17-dehydrogenase) (EC 1.1.1.62) (2-methyl-3-hydroxybutyryl-CoA dehydrogenase) (MHBD) (3-alpha-(17-beta)-hydroxysteroid dehydrogenase (NAD(+))) (EC 1.1.1.239) (3-hydroxy-2-methylbutyryl-CoA dehydrogenase) (EC 1.1.1.178) (3-hydroxyacyl-CoA dehydrogenase type II) (3alpha(or 20beta)-hydroxysteroid dehydrogenase) (EC 1.1.1.53) (7-alpha-hydroxysteroid dehydrogenase) (EC 1.1.1.159) (Endoplasmic reticulum-associated amyloid beta-peptide-binding protein) (Mitochondrial ribonuclease P protein 2) (Mitochondrial RNase P protein 2) (Short chain dehydrogenase/reductase family 5C member 1) (Short-chain type dehydrogenase/reductase XH98G2) (Type II HADH),HSD17B10 ERAB HADH2 MRPP2 SCHAD SDR5C1 XH98G2,Homo sapiens (Human),261,Eukaryota
Q99J47,reviewed,DRS7B_MOUSE,Dehydrogenase/reductase SDR family member 7B (EC 1.1.-.-) (Short-chain dehydrogenase/reductase family 32C member 1) (Protein SDR32C1),Dhrs7b Sdr32c1,Mus musculus (Mouse),323,Eukaryota
Q9BPW9,reviewed,DHRS9_HUMAN,Dehydrogenase/reductase SDR family member 9 (EC 1.1.1.209) (EC 1.1.1.53) (3-alpha hydroxysteroid dehydrogenase) (3-alpha-HSD) (NADP-dependent retinol dehydrogenase/reductase) (RDH-E2) (RDHL) (Retinol dehydrogenase 15) (EC 1.1.1.105) (Short chain dehydrogenase/reductase family 9C member 4) (Short-chain dehydrogenase/reductase retSDR8) (Tracheobronchial epithelial cell-specific retinol dehydrogenase) (RDH-TBE),DHRS9 RDH15 SDR9C4 UNQ835/PRO1773,Homo sapiens (Human),319,Eukaryota
Q9EQ06,reviewed,DHB11_MOUSE,Estradiol 17-beta-dehydrogenase 11 (EC 1.1.1.62) (17-beta-hydroxysteroid dehydrogenase 11) (17-beta-HSD 11) (17bHSD11) (17betaHSD11) (17-beta-hydroxysteroid dehydrogenase XI) (17-beta-HSD XI) (17betaHSDXI) (Dehydrogenase/reductase SDR family member 8),Hsd17b11 Dhrs8 Pan1b,Mus musculus (Mouse),298,Eukaryota
Q9HBH5,reviewed,RDH14_HUMAN,Retinol dehydrogenase 14 (EC 1.1.1.300) (Alcohol dehydrogenase PAN2) (Short chain dehydrogenase/reductase family 7C member 4),RDH14 PAN2 SDR7C4 UNQ529/PRO1072,Homo sapiens (Human),336,Eukaryota
Q9NYR8,reviewed,RDH8_HUMAN,Retinol dehydrogenase 8 (EC 1.1.1.300) (Photoreceptor outer segment all-trans retinol dehydrogenase) (Short chain dehydrogenase/reductase family 28C member 2),RDH8 PRRDH SDR28C2,Homo sapiens (Human),311,Eukaryota
Q9NZC7,reviewed,WWOX_HUMAN,WW domain-containing oxidoreductase (EC 1.1.1.-) (Fragile site FRA16D oxidoreductase) (Short chain dehydrogenase/reductase family 41C member 1),WWOX FOR SDR41C1 WOX1,Homo sapiens (Human),414,Eukaryota
Q9QYF1,reviewed,RDH11_MOUSE,Retinol dehydrogenase 11 (EC 1.1.1.300) (Androgen-regulated short-chain dehydrogenase/reductase 1) (Cell line MC/9.IL4-derived protein 1) (M42C60) (Prostate short-chain dehydrogenase/reductase 1) (Retinal reductase 1) (RalR1) (Short-chain aldehyde dehydrogenase) (SCALD),Rdh11 Arsdr1 Mdt1 Psdr1,Mus musculus (Mouse),316,Eukaryota
Q9R092,reviewed,H17B6_MOUSE,17-beta-hydroxysteroid dehydrogenase type 6 (17-beta-HSD 6) (17-beta-HSD6) (EC 1.1.1.105) (EC 1.1.1.209) (EC 1.1.1.239) (EC 1.1.1.53) (EC 1.1.1.62) (17-beta-HSD9) (3-alpha->beta-hydroxysteroid epimerase) (3-alpha->beta-HSE) (Oxidative 3-alpha hydroxysteroid dehydrogenase),Hsd17b6 Gm182 Hsd17b9 Rdh8,Mus musculus (Mouse),317,Eukaryota
Q9Y394,reviewed,DHRS7_HUMAN,Dehydrogenase/reductase SDR family member 7 (EC 1.1.1.-) (Retinal short-chain dehydrogenase/reductase 4) (retSDR4) (Short chain dehydrogenase/reductase family 34C member 1) (Protein SDR34C1),DHRS7 DHRS7A RETSDR4 SDR34C1 CGI-86 UNQ285/PRO3448,Homo sapiens (Human),339,Eukaryota
A6NNS2,reviewed,DRS7C_HUMAN,Dehydrogenase/reductase SDR family member 7C (EC 1.1.1.105) (Sarcoplasmic reticulum protein of 35 kDa) (Protein SRP-35) (Short-chain dehydrogenase/reductase family 32C member 2) (Protein SDR32C2),DHRS7C SDR32C2,Homo sapiens (Human),312,Eukaryota
D3ZGP9,reviewed,DRS7C_RAT,Dehydrogenase/reductase SDR family member 7C (EC 1.1.1.105) (Sarcoplasmic reticulum protein of 35 kDa) (Protein SRP-35) (Short-chain dehydrogenase/reductase family 32C member 2) (Protein SDR32C2),Dhrs7c Sdr32c2,Rattus norvegicus (Rat),311,Eukaryota
O57314,reviewed,DHB12_ANAPL,Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (17-beta-hydroxysteroid dehydrogenase 12) (17-beta-HSD 12) (3-ketoacyl-CoA reductase) (KAR) (Estradiol 17-beta-dehydrogenase 12) (EC 1.1.1.62),HSD17B12 SPM2,Anas platyrhynchos (Mallard) (Anas boschas),312,Eukaryota
O88451,reviewed,RDH7_MOUSE,Retinol dehydrogenase 7 (EC 1.1.1.105) (Cis-retinol/3alpha-hydroxysterol short-chain dehydrogenase isozyme 2) (Cis-retinol/androgen dehydrogenase type 2) (CRAD-2),Rdh7 Crad2,Mus musculus (Mouse),316,Eukaryota
P51976,reviewed,DHI2_RABIT,11-beta-hydroxysteroid dehydrogenase type 2 (11-DH2) (11-beta-HSD2) (11beta-OHSD type 2) (EC 1.1.1.-) (Corticosteroid 11-beta-dehydrogenase isozyme 2) (NAD-dependent 11-beta-hydroxysteroid dehydrogenase),HSD11B2,Oryctolagus cuniculus (Rabbit),406,Eukaryota
P59837,reviewed,RDH12_BOVIN,Retinol dehydrogenase 12 (EC 1.1.1.300) (Double substrate specificity short-chain dehydrogenase/reductase 2),RDH12 DSSDR2,Bos taurus (Bovine),316,Eukaryota
Q02338,reviewed,BDH_HUMAN,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial (EC 1.1.1.30) (3-hydroxybutyrate dehydrogenase) (BDH) (Short chain dehydrogenase/reductase family 9C member 1)",BDH1 BDH SDR9C1,Homo sapiens (Human),343,Eukaryota
Q17QW3,reviewed,RDH14_BOVIN,Retinol dehydrogenase 14 (EC 1.1.1.300),RDH14,Bos taurus (Bovine),336,Eukaryota
Q1RMJ5,reviewed,DRS7C_BOVIN,Dehydrogenase/reductase SDR family member 7C (EC 1.1.1.105) (Sarcoplasmic reticulum protein of 35 kDa) (Protein SRP-35) (Short-chain dehydrogenase/reductase family 32C member 2) (Protein SDR32C2),DHRS7C SDR32C2,Bos taurus (Bovine),311,Eukaryota
Q28IU1,reviewed,DHB12_XENTR,Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (17-beta-hydroxysteroid dehydrogenase 12) (17-beta-HSD 12) (3-ketoacyl-CoA reductase) (KAR) (Estradiol 17-beta-dehydrogenase 12) (EC 1.1.1.62),hsd17b12 TNeu053h21.1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),320,Eukaryota
Q2KIJ5,reviewed,KDSR_BOVIN,3-ketodihydrosphingosine reductase (KDS reductase) (EC 1.1.1.102) (3-dehydrosphinganine reductase) (Follicular variant translocation protein 1 homolog) (FVT-1),KDSR FVT1,Bos taurus (Bovine),332,Eukaryota
Q3ZBV9,reviewed,DHR11_BOVIN,Dehydrogenase/reductase SDR family member 11 (17-beta-hydroxysteroid dehydrogenase) (3-beta-hydroxysteroid 3-dehydrogenase) (EC 1.1.1.270) (Estradiol 17-beta-dehydrogenase) (EC 1.1.1.62) (Short-chain dehydrogenase/reductase family 24C member 1),DHRS11 SDR24C1,Bos taurus (Bovine),255,Eukaryota
Q4R5G7,reviewed,DHB12_MACFA,Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (17-beta-hydroxysteroid dehydrogenase 12) (17-beta-HSD 12) (3-ketoacyl-CoA reductase) (KAR) (Estradiol 17-beta-dehydrogenase 12) (EC 1.1.1.62),HSD17B12 QnpA-11752,Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey),312,Eukaryota
Q5F389,reviewed,WWOX_CHICK,WW domain-containing oxidoreductase (EC 1.1.1.-),WWOX RCJMB04_28b1,Gallus gallus (Chicken),414,Eukaryota
Q5M875,reviewed,DHB13_RAT,17-beta-hydroxysteroid dehydrogenase 13 (17-beta-HSD 13) (EC 1.1.1.-) (EC 1.1.1.62) (Hepatic retinol/retinal dehydrogenase) (EC 1.1.1.105) (Short-chain dehydrogenase/reductase 9),Hsd17b13 Scdr9,Rattus norvegicus (Rat),300,Eukaryota
Q5R9W5,reviewed,WWOX_PONAB,WW domain-containing oxidoreductase (EC 1.1.1.-),WWOX,Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii),414,Eukaryota
Q5RJY4,reviewed,DRS7B_RAT,Dehydrogenase/reductase SDR family member 7B (EC 1.1.-.-) (Short-chain dehydrogenase/reductase family 32C member 1) (Protein SDR32C1),Dhrs7b Sdr32c1,Rattus norvegicus (Rat),325,Eukaryota
Q5XG41,reviewed,DH12A_XENLA,Very-long-chain 3-oxoacyl-CoA reductase-A (EC 1.1.1.330) (17-beta-hydroxysteroid dehydrogenase 12-A) (17-beta-HSD 12-A) (3-ketoacyl-CoA reductase) (KAR) (Estradiol 17-beta-dehydrogenase 12-A) (EC 1.1.1.62),hsd17b12-a,Xenopus laevis (African clawed frog),318,Eukaryota
Q6AYS8,reviewed,DHB11_RAT,Estradiol 17-beta-dehydrogenase 11 (EC 1.1.1.62) (17-beta-hydroxysteroid dehydrogenase 11) (17-beta-HSD 11) (17bHSD11) (17betaHSD11) (17-beta-hydroxysteroid dehydrogenase XI) (17-beta-HSD XI) (17betaHSDXI) (Dehydrogenase/reductase SDR family member 8),Hsd17b11 Dhrs8,Rattus norvegicus (Rat),298,Eukaryota
Q6GV12,reviewed,KDSR_MOUSE,3-ketodihydrosphingosine reductase (KDS reductase) (EC 1.1.1.102) (3-dehydrosphinganine reductase) (Follicular variant translocation protein 1 homolog) (FVT-1),Kdsr Fvt1,Mus musculus (Mouse),332,Eukaryota
Q6P3L6,reviewed,DH12A_DANRE,Very-long-chain 3-oxoacyl-CoA reductase-A (EC 1.1.1.330) (17-beta-hydroxysteroid dehydrogenase 12-A) (17-beta-HSD 12-A) (zf3.1) (zfHSD17B12A) (3-ketoacyl-CoA reductase) (KAR) (Estradiol 17-beta-dehydrogenase 12-A) (EC 1.1.1.62),hsd17b12a zgc:55589,Danio rerio (Zebrafish) (Brachydanio rerio),319,Eukaryota
Q6PKH6,reviewed,DR4L2_HUMAN,Dehydrogenase/reductase SDR family member 4-like 2 (EC 1.1.-.-) (Short chain dehydrogenase/reductase family 25C member 3) (Protein SDR25C3),DHRS4L2 SDR25C3,Homo sapiens (Human),232,Eukaryota
Q6QA33,reviewed,DH12B_DANRE,Very-long-chain 3-oxoacyl-CoA reductase-B (EC 1.1.1.330) (17-beta-hydroxysteroid dehydrogenase 12-B) (17-beta-HSD 12-B) (zf3.3) (zfHSD17B12B) (3-ketoacyl-CoA reductase) (KAR) (Estradiol 17-beta-dehydrogenase 12-B) (EC 1.1.1.62),hsd17b12b zgc:73289,Danio rerio (Zebrafish) (Brachydanio rerio),311,Eukaryota
Q6UX07,reviewed,DHR13_HUMAN,Dehydrogenase/reductase SDR family member 13 (EC 1.1.-.-) (Short chain dehydrogenase/reductase family 7C member 5) (Protein SDR7C5),DHRS13 SDR7C5 UNQ419/PRO853,Homo sapiens (Human),377,Eukaryota
Q71R50,reviewed,DHR11_CHICK,Dehydrogenase/reductase SDR family member 11 (17-beta-hydroxysteroid dehydrogenase) (3-beta-hydroxysteroid 3-dehydrogenase) (EC 1.1.1.270) (Estradiol 17-beta-dehydrogenase) (EC 1.1.1.62) (Short-chain dehydrogenase/reductase family 24C member 1),DHRS11 SDR24C1,Gallus gallus (Chicken),255,Eukaryota
Q7TQA3,reviewed,RDHE2_MOUSE,Epidermal retinol dehydrogenase 2 (EPHD-2) (RDH-E2) (EC 1.1.1.105) (Retinal short-chain dehydrogenase reductase 2) (retSDR2) (Short-chain dehydrogenase reductase 9) (Short-chain dehydrogenase/reductase family 16C member 5),Sdr16c5 Rdhe2 Scdr9,Mus musculus (Mouse),309,Eukaryota
Q80XN0,reviewed,BDH_MOUSE,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial (EC 1.1.1.30) (3-hydroxybutyrate dehydrogenase) (BDH)",Bdh1 Bdh,Mus musculus (Mouse),343,Eukaryota
Q8AVY8,reviewed,DH12B_XENLA,Very-long-chain 3-oxoacyl-CoA reductase-B (EC 1.1.1.330) (17-beta-hydroxysteroid dehydrogenase 12-B) (17-beta-HSD 12-B) (3-ketoacyl-CoA reductase) (KAR) (Estradiol 17-beta-dehydrogenase 12-B) (EC 1.1.1.62),hsd17b12-b,Xenopus laevis (African clawed frog),318,Eukaryota
Q8BVI4,reviewed,DHPR_MOUSE,Dihydropteridine reductase (EC 1.5.1.34) (HDHPR) (Quinoid dihydropteridine reductase),Qdpr Dhpr,Mus musculus (Mouse),241,Eukaryota
Q8CEE7,reviewed,RDH13_MOUSE,Retinol dehydrogenase 13 (EC 1.1.1.300),Rdh13,Mus musculus (Mouse),334,Eukaryota
Q8HZT6,reviewed,RDH10_BOVIN,Retinol dehydrogenase 10 (EC 1.1.1.300),RDH10,Bos taurus (Bovine),341,Eukaryota
